S.No.,Br,Course Name/Group Name,Credits,Instructor,Time,Venue,Time,Venue,Time,Venue
656,IME,INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726A),3-0-0-1(10),Mousami Prasad(I),W (L08) F (L08)  10:30-12:00,L08,,,,
657,IME,BUSINESS TO BUSINESS MARKETING(MBA731A),3-0-0-1(5),Giridhar Vishlavath(I),T (C2) Th (C2)  15:30-17:00,C2,,,,
658,IME,BUSINESS TO BUSINESS MARKETING(MBA731M),3-0-0-0(5),Giridhar Vishlavath(I),TTh 15:30-17:00,,,,,
659,IME,STRATEGIC MARKETING COMMUNICATIONS(MBA736A),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,,,
660,IME,STRATEGIC MARKETING COMMUNICATIONS(MBA736M),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,,,
661,IME,MACHINE LEARNING APPLICATIONS IN FINANCIAL MARKETS(MBA737A),3-0-0-0(5),Abhinava Tripathi(I),W (C1) F (C1)  17:00-18:30,C1,,,,
662,IME,SOCIAL MEDIA ANALYTICS I(MBA749A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,,
663,IME,SOCIAL MEDIA ANALYTICS I(MBA749M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,,
664,IME,SOCIAL MEDIA ANALYTICS II(MBA750A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,,
665,IME,SOCIAL MEDIA ANALYTICS II(MBA750M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,,,
666,IME,FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773A),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,,
667,IME,FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,,
668,IME,CREDIT RISK MANAGEMENT & MODELLING(MBA774A),3-0-0-0(5),B V  PHANI (I),M (C1) Th (C1)  14:00-15:15,C1,,,,
669,IME,CREDIT RISK MANAGEMENT & MODELLING(MBA774M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,,,
670,IME,BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783A),3-0-0-0(5),DEVLINA CHATTERJEE(I),M (C1) Th (C1)  09:00-10:15,C1,,,,
671,IME,BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783M),3-0-0-0(5),DEVLINA CHATTERJEE(I),MTh 09:00-10:15,,,,,
672,ME,THERMODYNAMICS(ESO201),3-1-0-1(11),AVINASH  KUMAR AGARWAL   (I),M (L20) W (L20) F (L20)  10:00-11:00,L20,Th (L11) Th (L12) Th (T105) Th (T106) Th (T101) Th (T103) Th (T104) Th (T102)  10:00-11:00,"T102 ,T104 ,T103 ,T101 ,T106 ,T105 ,L12 ,L11",,
673,ME,THERMODYNAMICS(ESO201A),3-1-0-0(11),AVINASH  KUMAR AGARWAL   (I),MWThF 10:00-11:00,,,,,
674,ME,PRINCIPLES OF BIOTECHNOLOGY(ESO206),3-0-0-0(9),"ASHWANI KUMAR  THAKUR (I), Shanu Jain(O)",M (DJAB(205H)) W (DJAB(205H)) F (DJAB(205H))  09:00-10:00,DJAB(205H),,,,
675,ME,DYNAMICS(ME209),3-0-0-0(9),Akhilesh Mimani(I),M (L19) W (L19) F (L19)  12:00-13:00,L19,,,,
676,ME,ENERGY SYSTEMS I(ME301A),2-0-0-0(6),Abhishek Sarkar(I),W (L02) F (L02)  11:00-12:00,L02,,,,
677,ME,ADVANCE MECHANICS OF SOLIDS(ME321A),2-0-1-0(7),Manjesh Singh(I),M (L02) Th (L02)  11:00-12:00,L02,,,MTTh 14:00-17:00,
678,ME,INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING(ME340A),3-0-0-0(9),Pranav Joshi(I),M (L03) Th (L03)  09:00-10:15,L03,,,,
679,ME,THEORY OF MECHANISMS & MACHINES(ME352A),2-0-1-0(7),K Guruprasad(I),M (L18) Th (L18)  12:00-12:50,L18,,,MTTh 14:00-17:00,
680,ME,INTERNAL COMBUSTION ENGINES(ME359A),3-0-0-0(9),SAMEER  KHANDEKAR   (I),M (T201) Th (T201)  10:30-12:00,T201,,,,
681,ME,MANUFACTURING SCIENCE & TECHNOLOGY(ME361A),3-0-1-0(10),"Supratik Mukhopadhyay(I), Virkeshwar Kumar(O)","M (L02) F (L02)  08:00-09:00 ,T (L02)  09:00-10:00",L02,,,MTTh 14:00-17:00,
682,ME,MECHANICAL ENGINEERING COMMUNICATION SKILLS(ME399A),0-0-0-2(2),"JISHNU  BHATTACHARYA (I), B  BHATTACHARYA   (O)",T (L01)  10:00-12:00,L01,,,,
683,ME,ENERGY SYSTEMS-II(ME401A),3-0-1-0(10),GAUTAM  BISWAS (I),"W (L02) F (L02)  16:00-17:00 ,T (L02)  18:00-19:00",L02,,,MTh 14:00-16:00,
684,ME,NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS(ME454A),3-0-0-0(9),ANINDYA  CHATTERJEE (I),"T (T104)  14:00-15:15 ,M (T104)  15:30-17:00",T104,,,,
685,ME,UNDER GRADUATE PROJECT II(ME496A),0-0-0-0(9),DUGCME (I),,,,,,
686,ME,UNDER GRADUATE PROJECT III(ME497A),0-0-0-0(6),DUGCME (I),,,,,,
687,ME,ADVANCED THEORY OF TURBOMACHINERY(ME617),3-0-0-0(9),SUBRATA  SARKAR   (I),WF 17:00-18:30,,,,,
688,ME,ADVANCED THEORY OF TURBOMACHINERY(ME617A),3-0-0-0(9),SUBRATA  SARKAR   (I),W (T105) F (T105)  17:00-18:30,T105,,,,
689,ME,INTRODUCTION TO SOLID MECHANICS(ME621),3-0-0-0(9),BASANT LAL  SHARMA     (I),WF 09:00-10:15,,,,,
690,ME,INTRODUCTION TO SOLID MECHANICS(ME621A),3-0-0-0(9),BASANT LAL  SHARMA     (I),W (L08) F (L08)  09:00-10:15,L08,,,,
691,ME,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623),3-0-0-0(9),SUMIT  BASU   (I),MTh 14:00-15:15,,,,,
692,ME,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623A),3-0-0-0(9),SUMIT  BASU   (I),M (T105) Th (T105)  14:00-15:15,T105,,,,
693,ME,APPLIED DYNAMICS AND VIBRATIONS(ME625),3-0-0-0(9),Dipayan Mukherjee(I),MTh 10:30-12:00,,,,,
694,ME,APPLIED DYNAMICS AND VIBRATIONS(ME625A),3-0-0-0(9),Dipayan Mukherjee(I),M (T209) Th (T209)  10:30-12:00,T209,,,,
695,ME,VIBRATION OF CONTINUOUS SYSTEM(ME626),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),MTh 09:00-10:15,,,,,
696,ME,VIBRATION OF CONTINUOUS SYSTEMS(ME626A),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),M (T210) Th (T210)  09:00-10:15,T210,,,,
697,ME,NUMERICAL FLUID FLOW AND HEAT TRANSFER(ME630),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,,,
698,ME,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER(ME630A),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"T (T112) F (T112)  12:00-13:00 ,W (T112)  14:00-15:00",T112,,,,
699,ME,VISCOUS FLOW THEORY(ME631),3-0-0-0(9),Anikesh Pal(I),WF 10:30-12:00,,,,,
700,ME,VISCOUS FLOW THEORY(ME631A),3-0-0-0(9),Anikesh Pal(I),W (L14) F (L14)  10:30-12:00,L14,,,,
701,ME,CONDUCTION AND RADIATION(ME641),3-0-0-0(9),Shyam Gopalakrishnan(I),MTh 10:30-12:00,,,,,
702,ME,CONDUCTION AND RADIATION(ME641A),3-0-0-0(9),Shyam Gopalakrishnan(I),M (T109) Th (T109)  10:30-12:00,T109,,,,
703,ME,COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,,,
704,ME,COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648A),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W (T211)  12:00-13:00 ,F (T211)  14:00-15:00 ,T (T210)  17:00-18:00","T211 ,T210",,,,
705,ME,BUBBLES AND DROPLETS(ME655),3-0-0-0(9),Aditya  Saurabh(I),MTh 12:00-13:15,,,,,
706,ME,BUBBLES AND DROPLETS(ME655A),3-0-0-0(9),Aditya  Saurabh(I),M (T201) Th (T201)  12:00-13:15,T201,,,,
707,ME,MACHINING SCIENCE I(ME661),3-0-0-0(9),Sarvesh Mishra(I),"MF 08:00-09:00 ,T 09:00-10:00",,,,,
708,ME,MACHINING SCIENCE I(ME661A),3-0-0-0(9),Sarvesh Mishra(I),"M (T210) F (T210)  08:00-09:00 ,T (T210)  09:00-10:00",T210,,,,
709,ME,METAL FORMING(ME663),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",MTh 09:00-10:15,,,,,
710,ME,METAL FORMING(ME663A),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",M (T109) Th (T109)  09:00-10:15,T109,,,,
711,ME,ADDITIVE MANUFACTURING(ME670),3-0-0-0(9),ARVIND  KUMAR (I),MTh 10:30-12:00,,,,,
712,ME,ADDITIVE MANUFACTURING(ME670A),3-0-0-0(9),ARVIND  KUMAR (I),M (T203) Th (T203)  10:30-12:00,T203,,,,
713,ME,FLUID MECHANICS OF FLAPPING FOILS(ME674),3-0-0-0(9),SACHIN Y  SHINDE (I),WF 09:00-10:15,,,,,
714,ME,FLUID MECHANICS OF FLAPPING FOILS(ME674A),3-0-0-0(9),SACHIN Y  SHINDE (I),W (T112) F (T112)  09:00-10:15,T112,,,,
715,ME,MATHEMATICS FOR ENGINEERS(ME681),3-0-0-0(9),BHASKAR  DASGUPTA   (I),MWF 17:00-18:00,,,,,
716,ME,MATHEMATICS FOR ENGINEERS(ME681A),3-0-0-0(9),BHASKAR  DASGUPTA   (I),M (L07) W (L07) F (L07)  17:00-18:00,L07,,,,
717,ME,TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683),3-0-0-0(9),Chandraprakash Chindam(I),TWTh 08:00-09:00,,,,,
718,ME,TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683A),3-0-0-0(9),Chandraprakash Chindam(I),T (T211) W (T211) Th (T211)  08:00-09:00,T211,,,,
719,ME,APPLIED NUMERICAL METHODS(ME685),3-0-0-0(9),K  MURALIDHAR (I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
720,ME,APPLIED NUMERICAL METHODS(ME685A),3-0-0-0(9),K  MURALIDHAR (I),"T (L15)  14:00-15:15 ,M (L15)  15:30-17:00",L15,,,,
721,ME,MACHINE LEARNING FOR ENGINEERS(ME698A),3-0-0-0(9),MALAY KUMAR  DAS   (I),M (L14) Th (L14)  09:00-10:15,L14,,,,
722,ME,MECHANICS OF ELECTROMAGNETIC CONTINUA(ME698B),3-0-0-0(9),ISHAN  SHARMA   (I),M (T111) Th (T111)  09:00-10:15,T111,,,,
723,ME,ELEMENTS OF SHELL THEORY(ME698C),3-0-0-0(9),ANURAG  GUPTA       (I),"T (T105)  14:00-15:15 ,M (T105)  15:30-17:00",T105,,,,
724,ME,M TECH THESIS(ME699),0-0-0-0(0),"DPGCME (I), DUGCME (O)",,,,,,
725,ME,DESIGN FOR MANUFACTURE & ASSEMBLY(ME701),3-0-0-0(9),NIRAJ  SINHA (I),MTh 12:00-13:15,,,,,
726,ME,DESIGN FOR MANUFACTURE & ASSEMBLY(ME701A),3-0-0-0(9),NIRAJ  SINHA (I),M (T105) Th (T105)  12:00-13:15,T105,,,,
727,ME,MECHANICAL ENGINEERING POSTGRADUATE SEMINAR I(ME702),0-0-0-0(0),JISHNU  BHATTACHARYA (I),Th (T108)  17:00-18:00,T108,,,,
728,ME,COMPOSITE MATERIALS(ME727),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
729,ME,COMPOSITE MATERIALS(ME727A),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T (T205)  14:00-15:15 ,M (T205)  15:30-17:00",T205,,,,
730,ME,BOILING & CONDENSATION(ME742),3-0-0-0(9),Umesh Madanan(I),TTh 15:30-17:00,,,,,
731,ME,BOILING AND CONDENSATION(ME742A),3-0-0-0(9),Umesh Madanan(I),T (T205) Th (T205)  15:30-17:00,T205,,,,
732,ME,MODELING AND TURBULENT COMBUSTION(ME745),3-0-0-0(9),SANTANU  DE (I),MTh 09:00-10:15,,,,,
733,ME,MODELING AND TURBULENT COMBUSTION(ME745A),3-0-0-0(9),SANTANU  DE (I),M (WL228) Th (WL228)  09:00-10:15,WL228,,,,
734,ME,COMPUTER AIDED ENGINEERING DESIGN(ME751),3-0-0-0(9),ANUPAM  SAXENA   (I),WF 10:30-12:00,,,,,
735,ME,COMPUTER AIDED ENGINEERING DESIGN(ME751A),3-0-0-0(9),ANUPAM  SAXENA   (I),W (T103) F (T103)  10:30-12:00,T103,,,,
736,ME,VIBRATION CONTROL(ME756),3-0-0-0(9),B  BHATTACHARYA   (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,,,
737,ME,VIBRATION CONTROL(ME756A),3-0-0-0(9),B  BHATTACHARYA   (I),"W (T103)  12:00-13:00 ,F (T103)  14:00-15:00 ,T (T103)  17:00-18:00",T103,,,,
738,ME,DYNAMICS OF ROTATING MACHINERY(ME757),3-0-0-0(9),N S  VYAS   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,,,
739,ME,DYNAMICS OF ROTATING MACHINERY(ME757A),3-0-0-0(9),N S  VYAS   (I),"T (T108) F (T108)  12:00-13:00 ,W (T108)  14:00-15:00",T108,,,,
740,ME,INTRODUCTION TO ROBOTICS(ME762),3-0-0-0(9),ASHISH  DUTTA   (I),WF 17:00-18:30,,,,,
741,ME,INTRODUCTION TO ROBOTICS(ME762A),3-0-0-0(9),ASHISH  DUTTA   (I),W (L01) F (L01)  17:00-18:30,L01,,,,
742,ME,MANUFACTURING AUTOMATION(ME765),3-0-0-0(9),Keval Ramani(I),WF 09:00-10:15,,,,,
743,ME,MANUFACTURING AUTOMATION(ME765A),3-0-0-0(9),Keval Ramani(I),W (T105) F (T105)  09:00-10:15,T105,,,,
744,ME,PHD THESIS(ME799),0-0-0-0(0),DPGCME (I),,,,,,
745,ME,MS - RESEARCH THESIS(ME899),0-0-0-0(0),DPGCME (I),,,,,,
746,ME,ELECTROCHEMICAL ENERGY SYSTEMS(SEE606),3-0-0-0(9),Kanwar Singh Nalwa(I),WF 10:30-12:00,,,,,
747,ME,MANUFACTURING PROCESSES II(TA212),0-0-3-0(3),SHANTANU  BHATTACHARYA   (I),,,,,ThF 14:00-17:00,
748,MSE,NATURE AND PROPERTIES OF MATERIALS(ESO205A),3-1-3-0(14),SANDEEP  SANGAL (I),M (L01) W (L01) F (L01)  11:00-12:00,L01,Th (L10) Th (L13) Th (L09)  11:00-12:00,"L09 ,L13 ,L10",TThF 14:00-17:00,
749,MSE,INTRODUCTION TO MATERIALS SCIENCE AND ENGINEERING(ESO225),2-1-0-0(8),KRISHANU  BISWAS (I),M (L09) W (L09)  11:00-12:00,L09,F (T205) F (T204) F (T203)  11:00-12:00,"T203 ,T204 ,T205",,
750,MSE,THERMODYNAMICS & PHASE EQUILIBRIA(MSE201),3-1-0-0(11),DEEPAK  GUPTA (I),M (L05) W (L05) F (L05)  12:00-13:00,L05,Th (L05)  12:00-13:00,L05,,
751,MSE,COMPUTATIONAL METHODS IN MATERIAL SCIENCE AND ENGINEERING(MSE204),3-0-0-0(9),SOMNATH BHOWMICK(I),M (L15) W (L15) F (L15)  17:00-18:00,L15,,,,
752,MSE,PROFESSIONAL & TECHNICAL COMMUNICATION(MSE300A),0-0-0-2(2),MONICA  KATIYAR (I),,,,,T 10:00-12:00,
753,MSE,PHASE TRANSFORMATIONS(MSE301A),2-0-0-0(6),KALLOL  MONDAL (I),T (L15) Th (L15)  17:00-18:00,L15,,,,
754,MSE,MECHANICAL BEHAVIOUR OF MATERIALS(MSE302A),3-0-0-0(9),Srinu Gangolu(I),T (L04) W (L04) Th (L04)  08:00-09:00,L04,,,,
755,MSE,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS(MSE303A),3-0-0-0(9),ANSHU GAUR(I),"M (L15) F (L15)  08:00-09:00 ,T (L15)  09:00-10:00",L15,,,,
756,MSE,PHYSICAL METALLURGY LABORATORY(MSE311A),0-0-3-0(3),SHOBIT OMAR(I),,,,,MTTh 14:00-17:00,
757,MSE,MECHANICAL BEHAVIOUR LABORATORY(MSE313A),0-0-3-0(3),Nilesh Badwe(I),,,,,MTTh 14:00-17:00,
758,MSE,UNDER GRADUATE PROJECT I(MSE349A),0-0-2-0(4),DUGCMSE (I),,,,,,
759,MSE,UNDER GRADUATE PROJECT III(MSE497A),3-0-0-0(9),DUGCMSE (I),,,,,,
760,MSE,STRUCTURE AND CHARACTERIZATION OF MATERIALS(MSE615),3-0-0-0(9),TANMOY MAITI(I),MTh 14:00-15:15,,,,,
761,MSE,STRUCTURE AND CHARACTERIZATION OF MATERIALS(MSE615A),3-0-0-0(9),TANMOY MAITI(I),M (WL226) Th (WL226)  14:00-15:15,WL226,,,,
762,MSE,TRANSPORT PHENOMENA(MSE626),3-1-0-0(5),Arunabh Meshram(I),MTh 10:30-12:00,,,,,
763,MSE,TRANSPORT PHENOMENA(MSE626A),3-0-0-0(9),Arunabh Meshram(I),M (WL235) Th (WL235)  10:30-12:00,WL235,,,,
764,MSE,ELECTRONIC DEVICES AND CHARACTERIZATION(MSE628),3-0-0-0(9),Shikhar Misra(I),WF 10:30-12:00,,,,,
765,MSE,ELECTRONIC DEVICES AND CHARACTERIZATION(MSE628A),3-0-0-0(9),Shikhar Misra(I),W (T102) F (T102)  10:30-12:00,T102,,,,
766,MSE,PHYSICAL & MATHEMATICAL MODELLING OF STEELMAKING PROCESSES(MSE629),3-0-0-0(9),DIPAK  MAZUMDAR (I),"T 10:00-11:00 ,WF 15:00-16:00 ,M 17:00-18:00",,,,,
767,MSE,PHYSICAL & MATHEMATICAL MODELLING OF STEELMAKING PROCESSES(MSE629A),3-0-0-0(9),DIPAK  MAZUMDAR (I),"T (T212)  10:00-11:00 ,W (T212) F (T212)  15:00-16:00 ,M (T212)  17:00-18:00",T212,,,,
768,MSE,MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642),3-0-0-0(9),NILESH PRAKASH GURAO(I),TWTh 08:00-09:00,,,,,
769,MSE,MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642A),3-0-0-0(9),NILESH PRAKASH GURAO(I),T (L10) W (L10) Th (L10)  08:00-09:00,L10,,,,
770,MSE,ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645),3-0-0-0(9),SARANG  INGOLE (I),"MF 08:00-09:00 ,T 09:00-10:00",,,,,
771,MSE,ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645A),3-0-0-1(10),SARANG  INGOLE (I),"M (T212) F (T212)  08:00-09:00 ,T (T212)  09:00-10:00",T212,,,,
772,MSE,ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654),3-0-0-0(9),Raghupathy Yuvaraj(I),M (T206) Th (T206)  12:00-13:15,T206,,,,
773,MSE,ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654A),3-0-0-0(9),Raghupathy Yuvaraj(I),MTh 12:00-13:15,,,,,
774,MSE,DISLOCATIONS AND PLASTICITY(MSE658),3-0-0-0(9),Niraj Chawake(I),MTh 09:00-10:15,,,,,
775,MSE,DISLOCATIONS AND PLASTICITY(MSE658A),3-0-0-0(9),Niraj Chawake(I),M (T110) Th (T110)  09:00-10:15,T110,,,,
776,MSE,POWDER METALLURGY(MSE659),3-0-0-0(9),ANISH  UPADHYAYA (I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
777,MSE,POWDER METALLURGY(MSE659A),3-0-0-0(9),ANISH  UPADHYAYA (I),"T (L05)  14:00-15:15 ,M (L05)  15:30-17:00",L05,,,,
778,MSE,SOLIDIFICATION PROCESSING(MSE670),3-0-0-0(9),AMARENDRA KUMAR SINGH(I),WF 15:30-17:00,,,,,
779,MSE,SOLIDIFICATION PROCESSING(MSE670A),3-0-0-0(9),AMARENDRA KUMAR SINGH(I),W (T108) F (T108)  15:30-17:00,T108,,,,
780,MSE,HEAT TREATMENT AND SURFACE HARDENING(MSE671),3-0-0-0(9),KAUSTUBH NARHAR KULKARNI(I),"T 11:00-12:00 ,WF 16:00-17:00 ,Th 17:00-18:00",,,,,
781,MSE,HEAT TREATMENT AND SURFACE HARDENING(MSE671A),3-0-0-0(9),KAUSTUBH NARHAR KULKARNI(I),"T (L11)  11:00-12:00 ,W (L11) F (L11)  16:00-17:00",L11,,,,
782,MSE,SEMINAR PARTICIPATION(MSE690),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,,
783,MSE,SEMINAR PARTICIPATION(MSE690A),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,,
784,MSE,SEMINAR PRESENTATION(MSE691),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,,
785,MSE,SEMINAR PRESENTATION(MSE691A),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",W (WL226) F (WL226)  17:00-18:30,WL226,,,,
786,MSE,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693),3-0-0-0(9),KANTESH  BALANI (I),WF 09:00-10:15,,,,,
787,MSE,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693A),3-0-0-0(9),KANTESH  BALANI (I),W (WL228) F (WL228)  09:00-10:15,WL228,,,,
788,MSE,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694),3-0-0-0(9),Shikhar  Jha(I),WF 12:00-13:15,,,,,
789,MSE,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694A),3-0-0-0(9),Shikhar  Jha(I),W (WL237) F (WL237)  12:00-13:15,WL237,,,,
790,MSE,M.TECH THESIS(MSE699),0-0-0-0(0),"DPGCMSE (I), DUGCMSE (O)",,,,,,
791,MSE,PH D THESIS(MSE799),0-0-0-0(0),DPGCMSE (I),,,,,,
792,MSE,MANUFACTURING PROCESSES I(TA201A),1-0-3-0(6),SUDHANSHU SHEKHAR  SINGH (I),T 09:00-10:00,,,,MTW 14:00-17:00,
793,MSE,MANUFACTURING PROCESSES I(TA211),0-0-3-0(3),SUDHANSHU SHEKHAR  SINGH (I),,,,,MTW 14:00-17:00,
794,MSP,STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601),3-0-0-0(9),"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",MTh 09:00-10:15,,,,,
795,MSP,STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601A),3-0-0-0(9),"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",M (T203) Th (T203)  09:00-10:15,T203,,,,
796,MSP,ELECTRICAL AND DIELECTRIC MATERIALS(MS602),3-0-0-0(9),"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",MTh 12:00-13:15,,,,,
797,MSP,ELECTRICAL AND DIELECTRIC MATERIALS(MS602A),3-0-0-0(9),"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",M (T111) Th (T111)  12:00-13:15,T111,,,,
798,MSP,MECHANICAL PROPERTIES OF MATERIALS(MS603),3-0-0-1(5),"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",WF 09:00-10:15,,,,,
799,MSP,MECHANICAL PROPERTIES OF MATERIALS(MS603A),3-0-0-0(9),"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",W (T103) F (T103)  09:00-10:15,T103,,,,
800,MSP,ENGINEERING POLYMERS(MS614),3-0-0-0(4),KAMAL K  KAR   (I),MTh 14:00-15:15,,,,,
801,MSP,ENGINEERING POLYMERS(MS614A),3-0-0-0(9),KAMAL K  KAR   (I),MTh 14:00-15:15,,,,,
802,MSP,HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616),3-0-0-0(9),KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
803,MSP,HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616A),3-0-0-0(9),KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
804,MSP,GRADUATE SEMINAR(MS698A),0-0-0-0(0),SIDDHARTHA  PANDA (I),,,,,,
805,MSP,M TECH THESIS(MS699),0-0-0-0(0),"DPGCMSP (I), DUGCMSP (O)",,,,,,
806,MSP,PHD THESIS(MS799),0-0-0-0(0),DPGCMSP (I),,,,,,
807,MTH,COMPLEX VARIABLES(MSO202M),3-1-0-0(6),Saurabh Singh(I),W (L20) Th (L20) F (L20)  09:00-10:00,L20,M (L10) M (L05) M (L12) M (L11) M (L04)  09:00-10:00,"L04 ,L11 ,L12 ,L05 ,L10",,
808,MTH,PARTIAL DIFFERENTIAL EQUATIONS(MSO203M),3-1-0-0(6),Prosenjit Roy(I),WThF 09:00-10:00,,M 09:00-10:00,,,
809,MTH,INTRODUCTION TO PROBABILITY THEORY(MSO205),3-0-0-0(11),SUBHRA SANKAR DHAR(I),W (L04) Th (L04) F (L04)  11:00-12:00,L04,M (L04)  11:00-12:00,L04,,
810,MTH,MATHEMATICS - II(MTH102A),3-1-0-0(11),"KAUSHIK BAL(I), DHIRENDRA  BAHUGUNA (O)",MWTh 17:00-18:00,,T 17:00-18:00,,,
811,MTH,SINGLE VARIABLE CALCULUS(MTH111M) /A,3-1-0-0(6),NANDINI  NILAKANTAN (I),M (L19) Th (L19) F (L19)  16:00-17:00,L19,T (L10) T (L11) T (L12)  16:00-17:00,"L12 ,L11 ,L10",,
812,MTH,SINGLE VARIABLE CALCULUS(MTH111M) /B,3-1-0-0(6),P  SHUNMUGARAJ (I),M (L07) Th (L07) F (L07)  16:00-17:00,L07,T (L14) T (L15) T (L13)  16:00-17:00,"L13 ,L15 ,L14",,
813,MTH,SINGLE VARIABLE CALCULUS(MTH111M) /C,3-1-0-0(6),NANDINI  NILAKANTAN (I),M (L19) W (L19) F (L19)  10:00-11:00,L19,T (L10) T (L11) T (L12)  10:00-11:00,"L12 ,L11 ,L10",,
814,MTH,SINGLE VARIABLE CALCULUS(MTH111M) /D,3-1-0-0(6),P  SHUNMUGARAJ (I),M (L07) W (L07) F (L07)  10:00-11:00,L07,T (L15) T (L13) T (L14)  10:00-11:00,"L14 ,L13 ,L15",,
815,MTH,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /A,3-1-0-0(6),ASHIS MANDAL(I),MThF 16:00-17:00,,T 16:00-17:00,,,
816,MTH,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /B,3-1-0-0(6),ABHIJIT PAL(I),MThF 16:00-17:00,,T 16:00-17:00,,,
